ANO,GRANDE REGIÃO,UF,PRODUTO,CÓDIGO IBGE,MUNICÍPIO,VENDAS
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4312500,MOSTARDAS,2365000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4312609,MUCUM,1530000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4312625,MULITERNO,443000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4312658,NAO-ME-TOQUE,12485500
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4312674,NICOLAU VERGUEIRO,279000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4312708,NONOAI,10269000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4312757,NOVA ALVORADA,842000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4312807,NOVA ARACA,1119000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4312906,NOVA BASSANO,3877000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4312955,NOVA BOA VISTA,670000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4313003,NOVA BRESCIA,601000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4313011,NOVA CANDELARIA,1643500
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4313037,NOVA ESPERANCA DO SUL,721000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4313060,NOVA HARTZ,1556513
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4313086,NOVA PADUA,102000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4313102,NOVA PALMA,2694000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4313201,NOVA PETROPOLIS,3728820
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4313300,NOVA PRATA,4710700
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4313334,NOVA RAMADA,399000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4313359,NOVA ROMA DO SUL,1311000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4313375,NOVA SANTA RITA,74481620
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4313391,NOVO CABRAIS,3041000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4313409,NOVO HAMBURGO,24968411
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4313425,NOVO MACHADO,192000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4313441,NOVO TIRADENTES,340000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4313466,NOVO XINGU,262000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4313490,NOVO BARREIRO,1306000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4313508,OSORIO,50410680
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4313607,PAIM FILHO,816440
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4313656,PALMARES DO SUL,751000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4313706,PALMEIRA DAS MISSOES,10769500
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4313805,PALMITINHO,1289000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4313904,PANAMBI,19217655
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4313953,PANTANO GRANDE,4545500
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4314001,PARAI,71645900
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4314027,PARAISO DO SUL,668500
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4314035,PARECI NOVO,2470000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4314050,PAROBE,6416896
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4314068,PASSA SETE,1631000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4314076,PASSO DO SOBRADO,877000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4314100,PASSO FUNDO,90469736
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4314134,PAULO BENTO,410000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4314159,PAVERAMA,2973000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4314175,PEDRAS ALTAS,45000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4314209,PEDRO OSORIO,1032000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4314308,PEJUCARA,268000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4314407,PELOTAS,181126935
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4314423,PICADA CAFE,1736000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4314456,PINHAL,607000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4314464,PINHAL DA SERRA,87000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4314472,PINHAL GRANDE,932000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4314498,PINHEIRINHO DO VALE,225000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4314506,PINHEIRO MACHADO,3820000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4314548,PINTO BANDEIRA,453000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4314555,PIRAPO,245000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4314605,PIRATINI,2785000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4314704,PLANALTO,973000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4314753,POCO DAS ANTAS,200000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4314779,PONTAO,644000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4314787,PONTE PRETA,488000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4314803,PORTAO,19804630
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4314902,PORTO ALEGRE,113588887
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4315008,PORTO LUCENA,648000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4315057,PORTO MAUA,262000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4315073,PORTO VERA CRUZ,217000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4315107,PORTO XAVIER,1846000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4315131,POUSO NOVO,2319000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4315149,PRESIDENTE LUCENA,1794000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4315156,PROGRESSO,671800
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4315172,PROTASIO ALVES,431000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4315206,PUTINGA,693000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4315305,QUARAI,4136000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4315313,QUATRO IRMAOS,250000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4315321,QUEVEDOS,289500
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4315354,QUINZE DE NOVEMBRO,924000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4315404,REDENTORA,808000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4315453,RELVADO,833000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4315503,RESTINGA SECA,25374000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4315552,RIO DOS INDIOS,173000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4315602,RIO GRANDE,85239140
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4315701,RIO PARDO,8435220
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4315750,RIOZINHO,415000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4315800,ROCA SALES,862000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4315909,RODEIO BONITO,6681933
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4315958,ROLADOR,272000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4316006,ROLANTE,3463080
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4316105,RONDA ALTA,5935000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4316204,RONDINHA,1849000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4316303,ROQUE GONZALES,932000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4316402,ROSARIO DO SUL,20573660
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4316428,SAGRADA FAMILIA,202000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4316436,SALDANHA MARINHO,1683000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4316451,SALTO DO JACUI,1210600
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4316477,SALVADOR DAS MISSOES,6496000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4316501,SALVADOR DO SUL,1692000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4316600,SANANDUVA,5127000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4316709,SANTA BARBARA DO SUL,5370992
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4316733,SANTA CECILIA DO SUL,207500
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4316758,SANTA CLARA DO SUL,653780
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4316808,SANTA CRUZ DO SUL,19179550
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4316907,SANTA MARIA,80457633
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4316956,SANTA MARIA DO HERVAL,2196000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4316972,SANTA MARGARIDA DO SUL,481000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4317004,SANTANA DA BOA VISTA,1249000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4317103,SANTANA DO LIVRAMENTO,20005100
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4317202,SANTA ROSA,24776322
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4317251,SANTA TEREZA,155000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4317301,SANTA VITORIA DO PALMAR,3828070
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4317400,SANTIAGO,35690310
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4317509,SANTO ANGELO,41378000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4317558,SANTO ANTONIO DO PALMA,600000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4317608,SANTO ANTONIO DA PATRULHA,43942760
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4317707,SANTO ANTONIO DAS MISSOES,2351980
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4317756,SANTO ANTONIO DO PLANALTO,354000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4317806,SANTO AUGUSTO,3283000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4317905,SANTO CRISTO,12624000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4317954,SANTO EXPEDITO DO SUL,285000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4318002,SAO BORJA,49501472
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4318051,SAO DOMINGOS DO SUL,469000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4318101,SAO FRANCISCO DE ASSIS,1579000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4318200,SAO FRANCISCO DE PAULA,5336002
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4318309,SAO GABRIEL,36801400
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4318408,SAO JERONIMO,958566
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4318424,SAO JOAO DA URTIGA,1094000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4318432,SAO JOAO DO POLESINE,2528000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4318440,SAO JORGE,782000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4318457,SAO JOSE DAS MISSOES,702000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4318465,SAO JOSE DO HERVAL,4409000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4318481,SAO JOSE DO HORTENCIO,1482000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4318499,SAO JOSE DO INHACORA,453000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4318507,SAO JOSE DO NORTE,2784960
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4318606,SAO JOSE DO OURO,6204000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4318614,SAO JOSE DO SUL,349000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4318622,SAO JOSE DOS AUSENTES,416000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4318705,SAO LEOPOLDO,27809940
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4318804,SAO LOURENCO DO SUL,64622300
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4318903,SAO LUIZ GONZAGA,16218000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4319000,SAO MARCOS,5465970
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4319109,SAO MARTINHO,11236000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4319125,SAO MARTINHO DA SERRA,352000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4319158,SAO MIGUEL DAS MISSOES,616000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4319208,SAO NICOLAU,440000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4319307,SAO PAULO DAS MISSOES,1004000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4319356,SAO PEDRO DA SERRA,964000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4319364,SAO PEDRO DAS MISSOES,120000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4319372,SAO PEDRO DO BUTIA,606000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4319406,SAO PEDRO DO SUL,3315360
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4319505,SAO SEBASTIAO DO CAI,9434004
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4319604,SAO SEPE,30312200
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4319703,SAO VALENTIM,2488000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4319711,SAO VALENTIM DO SUL,406000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4319737,SAO VALERIO DO SUL,153000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4319752,SAO VENDELINO,185000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4319802,SAO VICENTE DO SUL,5631000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4319901,SAPIRANGA,9343330
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4320008,SAPUCAIA DO SUL,11112453
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4320107,SARANDI,19935000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4320206,SEBERI,19940000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4320230,SEDE NOVA,164000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4320263,SEGREDO,6976900
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4320305,SELBACH,2525000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4320321,SENADOR SALGADO FILHO,950000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4320354,SENTINELA DO SUL,223860
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4320404,SERAFINA CORREA,6681100
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4320453,SERIO,345200
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4320503,SERTAO,2355500
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4320552,SERTAO SANTANA,1299000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4320578,SETE DE SETEMBRO,167000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4320602,SEVERIANO DE ALMEIDA,4306000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4320651,SILVEIRA MARTINS,636000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4320677,SINIMBU,2457300
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4320701,SOBRADINHO,1838200
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4320800,SOLEDADE,11108500
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4320859,TABAI,2308500
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4320909,TAPEJARA,36169500
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4321006,TAPERA,6536000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4321105,TAPES,2357860
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4321204,TAQUARA,6433430
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4321303,TAQUARI,2899500
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4321329,TAQUARUCU DO SUL,5110000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4321352,TAVARES,536920
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4321402,TENENTE PORTELA,7685320
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4321436,TERRA DE AREIA,24101260
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4321451,TEUTONIA,6619370
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4321469,TIO HUGO,21888000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4321477,TIRADENTES DO SUL,506300
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4321493,TOROPI,579030
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4321501,TORRES,10937020
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4321600,TRAMANDAI,3575900
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4321626,TRAVESSEIRO,246000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4321634,TRES ARROIOS,385000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4321667,TRES CACHOEIRAS,20989450
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4321709,TRES COROAS,2434420
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4321808,TRES DE MAIO,14070225
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4321832,TRES FORQUILHAS,240000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4321857,TRES PALMEIRAS,1949000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4321907,TRES PASSOS,3666200
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4321956,TRINDADE DO SUL,977000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4322004,TRIUNFO,14393530
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4322103,TUCUNDUVA,577000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4322152,TUNAS,361300
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4322186,TUPANCI DO SUL,696960
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4322202,TUPANCIRETA,3376160
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4322251,TUPANDI,1660000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4322301,TUPARENDI,2996000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4322327,TURUCU,5938000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4322343,UBIRETAMA,240000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4322350,UNIAO DA SERRA,601000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4322376,UNISTALDA,638000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4322400,URUGUAIANA,41065770
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4322509,VACARIA,79594700
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4322525,VALE VERDE,1434000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4322533,VALE DO SOL,1284280
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4322541,VALE REAL,2935030
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4322558,VANINI,398000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4322608,VENANCIO AIRES,17564710
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4322707,VERA CRUZ,4004210
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4322806,VERANOPOLIS,11550000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4322855,VESPASIANO CORREA,618000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4322905,VIADUTOS,508000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4323002,VIAMAO,19456671
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4323101,VICENTE DUTRA,209500
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4323200,VICTOR GRAEFF,1017000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4323309,VILA FLORES,4391700
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4323358,VILA LANGARO,1873000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4323408,VILA MARIA,10335000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4323457,VILA NOVA DO SUL,2042210
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4323507,VISTA ALEGRE,1934000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4323606,VISTA ALEGRE DO PRATA,551000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4323705,VISTA GAUCHA,475000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4323754,VITORIA DAS MISSOES,275000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4323770,WESTFALIA,2224000
2024,REGIÃO SUL,RS,ÓLEO DIESEL,4323804,XANGRI-LA,2441170
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4200051,ABDON BATISTA,324000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4200101,ABELARDO LUZ,8434000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4200200,AGROLANDIA,1235000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4200309,AGRONOMICA,775500
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4200408,AGUA DOCE,2663000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4200507,AGUAS DE CHAPECO,1091500
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4200556,AGUAS FRIAS,935000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4200606,AGUAS MORNAS,4643000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4200705,ALFREDO WAGNER,7213000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4200754,ALTO BELA VISTA,299000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4200804,ANCHIETA,1444000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4200903,ANGELINA,616000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4201000,ANITA GARIBALDI,804500
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4201109,ANITAPOLIS,725000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4201208,ANTONIO CARLOS,37934500
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4201257,APIUNA,11734700
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4201273,ARABUTA,627000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4201307,ARAQUARI,109311300
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4201406,ARARANGUA,21775795
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4201505,ARMAZEM,875000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4201604,ARROIO TRINTA,1465000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4201653,ARVOREDO,1146000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4201703,ASCURRA,6475501
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4201802,ATALANTA,726030
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4201901,AURORA,4301000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4201950,BALNEARIO ARROIO DO SILVA,669000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4202008,BALNEARIO CAMBORIU,23713500
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4202057,BALNEARIO BARRA DO SUL,555000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4202073,BALNEARIO GAIVOTA,522450
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4202081,BANDEIRANTE,457000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4202099,BARRA BONITA,235000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4202107,BARRA VELHA,9659500
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4202131,BELA VISTA DO TOLDO,411500
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4202156,BELMONTE,664000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4202206,BENEDITO NOVO,1523970
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4202305,BIGUACU,59080475
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4202404,BLUMENAU,41595471
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4202438,BOCAINA DO SUL,1872000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4202453,BOMBINHAS,2114000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4202503,BOM JARDIM DA SERRA,542500
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4202537,BOM JESUS,2934000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4202578,BOM JESUS DO OESTE,803500
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4202602,BOM RETIRO,4142000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4202701,BOTUVERA,2994500
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4202800,BRACO DO NORTE,15045700
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4202859,BRACO DO TROMBUDO,909915
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4202875,BRUNOPOLIS,2360572
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4202909,BRUSQUE,39422894
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4203006,CACADOR,36018636
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4203105,CAIBI,3862500
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4203154,CALMON,367000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4203204,CAMBORIU,5608000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4203253,CAPAO ALTO,4667000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4203303,CAMPO ALEGRE,2657500
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4203402,CAMPO BELO DO SUL,1651000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4203501,CAMPO ERE,1033000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4203600,CAMPOS NOVOS,32690600
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4203709,CANELINHA,2446500
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4203808,CANOINHAS,30461000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4203907,CAPINZAL,11718000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4203956,CAPIVARI DE BAIXO,29591700
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4204004,CATANDUVAS,15717000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4204103,CAXAMBU DO SUL,665000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4204152,CELSO RAMOS,806000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4204178,CERRO NEGRO,448500
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4204194,CHAPADAO DO LAGEADO,644000
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4204202,CHAPECO,141139051
2024,REGIÃO SUL,SC,ÓLEO DIESEL,4204251,COCAL DO SUL,3077500
